"Trial","Slider","Variable"
178,"y_prob",0.328621623420648
179,"y_prob",0.312228454431993
180,"y_prob",0.098341972878215
181,"y_prob",0.35242770359249
182,"y_prob",0.901498980892554
183,"y_prob",0.866076997820572
184,"y_prob",0.813334360311769
185,"y_prob",0.117726451335835
186,"y_prob",0.489162860603759
187,"y_prob",0.152150550785527
188,"y_prob",0.179011191719699
189,"y_prob",0.482471666588435
190,"y_prob",0.702140082493545
191,"y_prob",0.807909505309616
192,"y_prob",0.711361932949685
193,"y_prob",0.626166568561072
194,"y_prob",0.671815200113734
195,"y_prob",0.692794457600958
196,"y_prob",0.617336917098302
197,"y_prob",0.748578597668046
198,"y_prob",0.53906154992906
199,"y_prob",0.797476695217559
200,"y_prob",0.614477941624906
201,"y_prob",0.788850198357546
202,"y_prob",0.747344711837707
203,"y_prob",0.621449832203757
204,"y_prob",0.321927931971042
205,"y_prob",0.713527466940824
206,"y_prob",0.729592253832709
207,"y_prob",0.829609714428615
208,"y_prob",0.832627150319567
209,"y_prob",0.858290829117442
210,"y_prob",0.864227604701202
211,"y_prob",0.907104343013372
212,"y_prob",0.918034888439073
213,"y_prob",0.948833681761979
214,"y_prob",0.860650395909539
215,"y_prob",0.705068372399573
216,"y_prob",0.711742940134136
217,"y_prob",0.84286433762302
218,"y_prob",0.94971786957488
219,"y_prob",0.992845122761112
220,"y_prob",0.990311776942361
221,"y_prob",0.995579426193477
222,"y_prob",0.993517370846456
223,"y_prob",0.980837565907914
224,"y_prob",0.95762064034173
225,"y_prob",0.952537890975439
226,"y_prob",0.920629947363212
227,"y_prob",0.855678174195229
228,"y_prob",0.9879471209065
229,"y_prob",0.995164293479585
230,"y_prob",0.998182760225051
231,"y_prob",0.995828584310073
232,"y_prob",0.991089062694614
233,"y_prob",0.998054877300383
234,"y_prob",0.993987398326044
235,"y_prob",0.99174681952095
236,"y_prob",0.996627486622296
237,"y_prob",0.847125716854815
238,"y_prob",0.290461125419238
239,"y_prob",0.0332702108859033
240,"y_prob",0.437437106515811
241,"y_prob",0.0537088532676157
242,"y_prob",0.0317858417338922
243,"y_prob",0.0774109374228326
244,"y_prob",0.0887714135904726
245,"y_prob",0.0692044355249264
246,"y_prob",0.0298937979653459
247,"y_prob",0.0789360151544326
248,"y_prob",0.545833874644034
249,"y_prob",0.809069606635879
250,"y_prob",0.807646392357576
251,"y_prob",0.784788047321348
252,"y_prob",0.680694962643664
253,"y_prob",0.749241707152514
254,"y_prob",0.745376332275033
255,"y_prob",0.742466508056669
256,"y_prob",0.697404437968973
257,"y_prob",0.858207022006949
258,"y_prob",0.546209187674292
259,"y_prob",0.792702686556178
260,"y_prob",0.75499459970082
261,"y_prob",0.718636131291872
262,"y_prob",0.802557637876399
263,"y_prob",0.294110595899242
264,"y_prob",0.486594916357024
265,"y_prob",0.672267396144562
266,"y_prob",0.670095590013319
267,"y_prob",0.34618708164435
268,"y_prob",0.749699224966496
269,"y_prob",0.76718576797832
270,"y_prob",0.283741635029099
271,"y_prob",0.595911450071688
272,"y_prob",0.718629986874093
273,"y_prob",0.699766827716991
274,"y_prob",0.692233593613321
275,"y_prob",0.468738074808057
276,"y_prob",0.296871095086827
277,"y_prob",0.150595291720412
278,"y_prob",0.0896666885124284
279,"y_prob",0.095666049819441
280,"y_prob",0.0555376303511234
281,"y_prob",0.261239196086814
282,"y_prob",0.11745273717851
283,"y_prob",0.0374697412423356
284,"y_prob",0.0286136255767907
285,"y_prob",0.0217539521407477
286,"y_prob",0.0103748501303528
287,"y_prob",0.0138552414953706
288,"y_prob",0.0800885798142661
289,"y_prob",0.0160851215936631
290,"y_prob",0.0352035631423032
291,"y_prob",0.0329810662765953
292,"y_prob",0.0501790136753555
293,"y_prob",0.119905023450221
294,"y_prob",0.154864223164704
295,"y_prob",0.169598746560741
296,"y_prob",0.117749170291384
297,"y_prob",0.145976908507958
298,"y_prob",0.106526110907676
299,"y_prob",0.303603047937384
300,"y_prob",0.49865438542744
1,"Response",0
2,"Response",0
3,"Response",0
4,"Response",0
5,"Response",1
6,"Response",0
7,"Response",0
8,"Response",0
9,"Response",0
10,"Response",1
11,"Response",1
12,"Response",0
13,"Response",0
14,"Response",0
15,"Response",0
16,"Response",0
17,"Response",0
18,"Response",0
19,"Response",0
20,"Response",0
21,"Response",0
22,"Response",0
23,"Response",0
24,"Response",1
25,"Response",1
26,"Response",1
27,"Response",1
28,"Response",1
29,"Response",1
30,"Response",1
31,"Response",1
32,"Response",1
33,"Response",1
34,"Response",1
35,"Response",1
36,"Response",0
37,"Response",0
38,"Response",0
39,"Response",1
40,"Response",1
41,"Response",1
42,"Response",1
43,"Response",1
44,"Response",1
45,"Response",0
46,"Response",1
47,"Response",1
48,"Response",0
49,"Response",0
50,"Response",0
51,"Response",0
52,"Response",1
53,"Response",0
54,"Response",1
55,"Response",0
56,"Response",0
57,"Response",0
58,"Response",0
59,"Response",1
60,"Response",1
61,"Response",1
62,"Response",1
63,"Response",0
64,"Response",1
65,"Response",0
66,"Response",0
67,"Response",1
68,"Response",0
69,"Response",0
70,"Response",0
71,"Response",0
72,"Response",0
73,"Response",0
74,"Response",0
75,"Response",1
76,"Response",0
77,"Response",0
78,"Response",0
79,"Response",0
80,"Response",0
81,"Response",0
82,"Response",0
83,"Response",0
84,"Response",0
85,"Response",0
86,"Response",0
87,"Response",0
88,"Response",0
89,"Response",0
90,"Response",0
91,"Response",0
92,"Response",0
93,"Response",0
94,"Response",0
95,"Response",0
96,"Response",0
97,"Response",1
98,"Response",0
99,"Response",1
100,"Response",0
101,"Response",0
102,"Response",0
103,"Response",1
104,"Response",1
105,"Response",1
106,"Response",1
107,"Response",1
108,"Response",0
109,"Response",1
110,"Response",1
111,"Response",1
112,"Response",0
113,"Response",1
114,"Response",0
115,"Response",0
116,"Response",0
117,"Response",0
118,"Response",1
119,"Response",0
120,"Response",0
121,"Response",1
122,"Response",0
123,"Response",0
124,"Response",0
125,"Response",0
126,"Response",1
127,"Response",0
128,"Response",1
129,"Response",0
130,"Response",0
131,"Response",0
132,"Response",0
133,"Response",0
134,"Response",0
135,"Response",0
136,"Response",1
137,"Response",0
138,"Response",0
139,"Response",0
140,"Response",1
141,"Response",0
142,"Response",0
143,"Response",0
144,"Response",0
145,"Response",0
146,"Response",0
147,"Response",0
148,"Response",0
149,"Response",0
150,"Response",0
151,"Response",0
152,"Response",0
153,"Response",0
154,"Response",0
155,"Response",0
156,"Response",0
157,"Response",0
158,"Response",0
159,"Response",0
160,"Response",0
161,"Response",0
162,"Response",0
163,"Response",0
164,"Response",0
165,"Response",0
166,"Response",0
167,"Response",0
168,"Response",0
169,"Response",0
170,"Response",0
171,"Response",0
172,"Response",0
173,"Response",0
174,"Response",0
175,"Response",1
176,"Response",1
177,"Response",1
178,"Response",0
179,"Response",0
180,"Response",1
181,"Response",0
182,"Response",1
183,"Response",1
184,"Response",1
185,"Response",0
186,"Response",0
187,"Response",0
188,"Response",0
189,"Response",0
190,"Response",1
191,"Response",1
192,"Response",0
193,"Response",0
194,"Response",1
195,"Response",1
196,"Response",0
197,"Response",0
198,"Response",1
199,"Response",0
200,"Response",1
201,"Response",1
202,"Response",0
203,"Response",1
204,"Response",1
205,"Response",0
206,"Response",0
207,"Response",1
208,"Response",0
209,"Response",1
210,"Response",1
211,"Response",1
212,"Response",1
213,"Response",1
214,"Response",1
215,"Response",0
216,"Response",0
217,"Response",1
218,"Response",1
219,"Response",1
220,"Response",1
221,"Response",1
222,"Response",1
223,"Response",1
224,"Response",1
225,"Response",1
226,"Response",1
227,"Response",1
228,"Response",1
229,"Response",1
230,"Response",1
231,"Response",1
232,"Response",1
233,"Response",1
234,"Response",1
235,"Response",1
236,"Response",1
237,"Response",1
238,"Response",0
239,"Response",0
240,"Response",1
241,"Response",0
242,"Response",0
243,"Response",0
244,"Response",0
245,"Response",0
246,"Response",0
247,"Response",0
248,"Response",0
249,"Response",1
250,"Response",0
251,"Response",1
252,"Response",1
253,"Response",1
254,"Response",1
255,"Response",0
256,"Response",1
257,"Response",0
258,"Response",0
259,"Response",1
260,"Response",1
261,"Response",1
262,"Response",0
263,"Response",1
264,"Response",0
265,"Response",1
266,"Response",1
267,"Response",0
268,"Response",0
269,"Response",1
270,"Response",1
271,"Response",1
272,"Response",1
273,"Response",1
274,"Response",0
275,"Response",1
276,"Response",0
277,"Response",1
278,"Response",1
279,"Response",1
280,"Response",0
281,"Response",0
282,"Response",1
283,"Response",0
284,"Response",0
285,"Response",0
286,"Response",0
287,"Response",0
288,"Response",0
289,"Response",0
290,"Response",0
291,"Response",0
292,"Response",0
293,"Response",0
294,"Response",0
295,"Response",0
296,"Response",0
297,"Response",0
298,"Response",0
299,"Response",0
300,"Response",1
1,"Prediction Error",NA
2,"Prediction Error",NA
3,"Prediction Error",NA
4,"Prediction Error",NA
5,"Prediction Error",NA
6,"Prediction Error",NA
7,"Prediction Error",NA
8,"Prediction Error",NA
9,"Prediction Error",NA
10,"Prediction Error",NA
11,"Prediction Error",NA
12,"Prediction Error",NA
13,"Prediction Error",NA
14,"Prediction Error",NA
15,"Prediction Error",NA
16,"Prediction Error",NA
17,"Prediction Error",NA
18,"Prediction Error",NA
19,"Prediction Error",NA
20,"Prediction Error",NA
21,"Prediction Error",NA
22,"Prediction Error",NA
23,"Prediction Error",NA
24,"Prediction Error",NA
25,"Prediction Error",NA
26,"Prediction Error",NA
27,"Prediction Error",NA
28,"Prediction Error",NA
29,"Prediction Error",NA
30,"Prediction Error",NA
31,"Prediction Error",NA
32,"Prediction Error",NA
33,"Prediction Error",NA
34,"Prediction Error",NA
35,"Prediction Error",NA
36,"Prediction Error",NA
37,"Prediction Error",NA
38,"Prediction Error",NA
39,"Prediction Error",NA
40,"Prediction Error",NA
41,"Prediction Error",NA
42,"Prediction Error",NA
43,"Prediction Error",NA
44,"Prediction Error",NA
45,"Prediction Error",NA
46,"Prediction Error",NA
47,"Prediction Error",NA
48,"Prediction Error",NA
49,"Prediction Error",NA
50,"Prediction Error",NA
51,"Prediction Error",NA
52,"Prediction Error",NA
53,"Prediction Error",NA
54,"Prediction Error",NA
55,"Prediction Error",NA
56,"Prediction Error",NA
57,"Prediction Error",NA
58,"Prediction Error",NA
59,"Prediction Error",NA
60,"Prediction Error",NA
61,"Prediction Error",NA
62,"Prediction Error",NA
63,"Prediction Error",NA
64,"Prediction Error",NA
65,"Prediction Error",NA
66,"Prediction Error",NA
67,"Prediction Error",NA
68,"Prediction Error",NA
69,"Prediction Error",NA
70,"Prediction Error",NA
71,"Prediction Error",NA
72,"Prediction Error",NA
73,"Prediction Error",NA
74,"Prediction Error",NA
75,"Prediction Error",NA
76,"Prediction Error",NA
77,"Prediction Error",NA
78,"Prediction Error",NA
79,"Prediction Error",NA
80,"Prediction Error",NA
81,"Prediction Error",NA
82,"Prediction Error",NA
83,"Prediction Error",NA
84,"Prediction Error",NA
85,"Prediction Error",NA
86,"Prediction Error",NA
87,"Prediction Error",NA
88,"Prediction Error",NA
89,"Prediction Error",NA
90,"Prediction Error",NA
91,"Prediction Error",NA
92,"Prediction Error",NA
93,"Prediction Error",NA
94,"Prediction Error",NA
95,"Prediction Error",NA
96,"Prediction Error",NA
97,"Prediction Error",NA
98,"Prediction Error",NA
99,"Prediction Error",NA
100,"Prediction Error",NA
101,"Prediction Error",NA
102,"Prediction Error",NA
103,"Prediction Error",NA
104,"Prediction Error",NA
105,"Prediction Error",NA
106,"Prediction Error",NA
107,"Prediction Error",NA
108,"Prediction Error",NA
109,"Prediction Error",NA
110,"Prediction Error",NA
111,"Prediction Error",NA
112,"Prediction Error",NA
113,"Prediction Error",NA
114,"Prediction Error",NA
115,"Prediction Error",NA
116,"Prediction Error",NA
117,"Prediction Error",NA
118,"Prediction Error",NA
119,"Prediction Error",NA
120,"Prediction Error",NA
121,"Prediction Error",NA
122,"Prediction Error",NA
123,"Prediction Error",NA
124,"Prediction Error",NA
125,"Prediction Error",NA
126,"Prediction Error",NA
127,"Prediction Error",NA
128,"Prediction Error",NA
129,"Prediction Error",NA
130,"Prediction Error",NA
131,"Prediction Error",NA
132,"Prediction Error",NA
133,"Prediction Error",NA
134,"Prediction Error",NA
135,"Prediction Error",NA
136,"Prediction Error",NA
137,"Prediction Error",NA
138,"Prediction Error",NA
139,"Prediction Error",NA
140,"Prediction Error",NA
141,"Prediction Error",NA
142,"Prediction Error",NA
143,"Prediction Error",NA
144,"Prediction Error",NA
145,"Prediction Error",NA
146,"Prediction Error",NA
147,"Prediction Error",NA
148,"Prediction Error",NA
149,"Prediction Error",NA
150,"Prediction Error",NA
151,"Prediction Error",NA
152,"Prediction Error",NA
153,"Prediction Error",NA
154,"Prediction Error",NA
155,"Prediction Error",NA
156,"Prediction Error",NA
157,"Prediction Error",NA
158,"Prediction Error",NA
159,"Prediction Error",NA
160,"Prediction Error",NA
161,"Prediction Error",NA
162,"Prediction Error",NA
163,"Prediction Error",NA
164,"Prediction Error",NA
165,"Prediction Error",NA
166,"Prediction Error",NA
167,"Prediction Error",NA
168,"Prediction Error",NA
169,"Prediction Error",NA
170,"Prediction Error",NA
171,"Prediction Error",NA
172,"Prediction Error",NA
173,"Prediction Error",NA
174,"Prediction Error",NA
175,"Prediction Error",NA
176,"Prediction Error",NA
177,"Prediction Error",NA
178,"Prediction Error",NA
179,"Prediction Error",NA
180,"Prediction Error",NA
181,"Prediction Error",NA
182,"Prediction Error",NA
183,"Prediction Error",NA
184,"Prediction Error",NA
185,"Prediction Error",NA
186,"Prediction Error",NA
187,"Prediction Error",NA
188,"Prediction Error",NA
189,"Prediction Error",NA
190,"Prediction Error",NA
191,"Prediction Error",NA
192,"Prediction Error",NA
193,"Prediction Error",NA
194,"Prediction Error",NA
195,"Prediction Error",NA
196,"Prediction Error",NA
197,"Prediction Error",NA
198,"Prediction Error",NA
199,"Prediction Error",NA
200,"Prediction Error",NA
201,"Prediction Error",NA
202,"Prediction Error",NA
203,"Prediction Error",NA
204,"Prediction Error",NA
205,"Prediction Error",NA
206,"Prediction Error",NA
207,"Prediction Error",NA
208,"Prediction Error",NA
209,"Prediction Error",NA
210,"Prediction Error",NA
211,"Prediction Error",NA
212,"Prediction Error",NA
213,"Prediction Error",NA
214,"Prediction Error",NA
215,"Prediction Error",NA
216,"Prediction Error",NA
217,"Prediction Error",NA
218,"Prediction Error",NA
219,"Prediction Error",NA
220,"Prediction Error",NA
221,"Prediction Error",NA
222,"Prediction Error",NA
223,"Prediction Error",NA
224,"Prediction Error",NA
225,"Prediction Error",NA
226,"Prediction Error",NA
227,"Prediction Error",NA
228,"Prediction Error",NA
229,"Prediction Error",NA
230,"Prediction Error",NA
231,"Prediction Error",NA
232,"Prediction Error",NA
233,"Prediction Error",NA
234,"Prediction Error",NA
235,"Prediction Error",NA
236,"Prediction Error",NA
237,"Prediction Error",NA
238,"Prediction Error",NA
239,"Prediction Error",NA
240,"Prediction Error",NA
241,"Prediction Error",NA
242,"Prediction Error",NA
243,"Prediction Error",NA
244,"Prediction Error",NA
245,"Prediction Error",NA
246,"Prediction Error",NA
247,"Prediction Error",NA
248,"Prediction Error",NA
249,"Prediction Error",NA
250,"Prediction Error",NA
251,"Prediction Error",NA
252,"Prediction Error",NA
253,"Prediction Error",NA
254,"Prediction Error",NA
255,"Prediction Error",NA
256,"Prediction Error",NA
257,"Prediction Error",NA
258,"Prediction Error",NA
259,"Prediction Error",NA
260,"Prediction Error",NA
261,"Prediction Error",NA
262,"Prediction Error",NA
263,"Prediction Error",NA
264,"Prediction Error",NA
265,"Prediction Error",NA
266,"Prediction Error",NA
267,"Prediction Error",NA
268,"Prediction Error",NA
269,"Prediction Error",NA
270,"Prediction Error",NA
271,"Prediction Error",NA
272,"Prediction Error",NA
273,"Prediction Error",NA
274,"Prediction Error",NA
275,"Prediction Error",NA
276,"Prediction Error",NA
277,"Prediction Error",NA
278,"Prediction Error",NA
279,"Prediction Error",NA
280,"Prediction Error",NA
281,"Prediction Error",NA
282,"Prediction Error",NA
283,"Prediction Error",NA
284,"Prediction Error",NA
285,"Prediction Error",NA
286,"Prediction Error",NA
287,"Prediction Error",NA
288,"Prediction Error",NA
289,"Prediction Error",NA
290,"Prediction Error",NA
291,"Prediction Error",NA
292,"Prediction Error",NA
293,"Prediction Error",NA
294,"Prediction Error",NA
295,"Prediction Error",NA
296,"Prediction Error",NA
297,"Prediction Error",NA
298,"Prediction Error",NA
299,"Prediction Error",NA
300,"Prediction Error",NA
1,"oscillation_ei",1
2,"oscillation_ei",1.14525427761419
3,"oscillation_ei",1.28930893318056
4,"oscillation_ei",1.43097425205696
5,"oscillation_ei",1.56908025258965
6,"oscillation_ei",1.7024863487257
7,"oscillation_ei",1.8300907698538
8,"oscillation_ei",1.95083966007726
9,"oscillation_ei",2.06373578177015
10,"oscillation_ei",2.16784675153612
11,"oscillation_ei",2.26231274055081
12,"oscillation_ei",2.34635357569263
13,"oscillation_ei",2.41927518281513
14,"oscillation_ei",2.48047531894753
15,"oscillation_ei",2.5294485460825
16,"oscillation_ei",2.56579040547369
17,"oscillation_ei",2.58920075796857
18,"oscillation_ei",2.59948626278944
19,"oscillation_ei",2.5965619742909
20,"oscillation_ei",2.58045204350668
21,"oscillation_ei",2.55128951869172
22,"oscillation_ei",2.50931524650686
23,"oscillation_ei",2.45487588292109
24,"oscillation_ei",2.38842103025869
25,"oscillation_ei",2.31049952403588
26,"oscillation_ei",2.22175490025313
27,"oscillation_ei",2.12292008057763
28,"oscillation_ei",2.01481131930993
29,"oscillation_ei",1.89832146212529
30,"oscillation_ei",1.77441257226426
31,"oscillation_ei",1.64410798507119
32,"oscillation_ei",1.50848385650031
33,"oscillation_ei",1.36866027538838
34,"oscillation_ei",1.22579201289579
35,"oscillation_ei",1.08105898551404
36,"oscillation_ei",0.935656510403845
37,"oscillation_ei",0.790785433542439
38,"oscillation_ei",0.647642212209778
39,"oscillation_ei",0.507409033719919
40,"oscillation_ei",0.371244052004827
41,"oscillation_ei",0.240271822684416
42,"oscillation_ei",0.115574015617413
43,"oscillation_ei",-0.00181951836403949
44,"oscillation_ei",-0.110939252758209
45,"oscillation_ei",-0.210883992492685
46,"oscillation_ei",-0.300828316689547
47,"oscillation_ei",-0.380029395628694
48,"oscillation_ei",-0.447833125609581
49,"oscillation_ei",-0.50367953104494
50,"oscillation_ei",-0.547107389171819
51,"oscillation_ei",-0.577758039185488
52,"oscillation_ei",-0.595378344337478
53,"oscillation_ei",-0.599822782534416
54,"oscillation_ei",-0.591054648171905
55,"oscillation_ei",-0.569146355277759
56,"oscillation_ei",-0.534278839461022
57,"oscillation_ei",-0.486740063605911
58,"oscillation_ei",-0.426922639651843
59,"oscillation_ei",-0.355320586100705
60,"oscillation_ei",-0.272525248030387
61,"oscillation_ei",-0.17922041331026
62,"oscillation_ei",-0.0761766653526539
63,"oscillation_ei",0.035754980960315
64,"oscillation_ei",0.15565010761513
65,"oscillation_ei",0.282518528025036
66,"oscillation_ei",0.415312464755888
67,"oscillation_ei",0.552935202881719
68,"oscillation_ei",0.69425014750391
69,"oscillation_ei",0.838090210630007
70,"oscillation_ei",0.983267449888042
71,"oscillation_ei",1.12858287947245
72,"oscillation_ei",1.27283637229519
73,"oscillation_ei",1.41483657156244
74,"oscillation_ei",1.55341072991946
75,"oscillation_ei",1.68741439490429
76,"oscillation_ei",1.81574086072042
77,"oscillation_ei",1.93733030826825
78,"oscillation_ei",2.05117855795006
79,"oscillation_ei",2.15634536296095
80,"oscillation_ei",2.25196217457338
81,"oscillation_ei",2.33723931528362
82,"oscillation_ei",2.41147250057865
83,"oscillation_ei",2.47404865546184
84,"oscillation_ei",2.52445097769989
85,"oscillation_ei",2.56226320597499
86,"oscillation_ei",2.58717305769235
87,"oscillation_ei",2.59897480805118
88,"oscillation_ei",2.59757098907897
89,"oscillation_ei",2.58297319459741
90,"oscillation_ei",2.55530198447155
91,"oscillation_ei",2.51478588893337
92,"oscillation_ei",2.4617595212025
93,"oscillation_ei",2.39666081399177
94,"oscillation_ei",2.32002740272054
95,"oscillation_ei",2.23249218530595
96,"oscillation_ei",2.13477809520302
97,"oscillation_ei",2.02769213086164
98,"oscillation_ei",1.91211869090981
99,"oscillation_ei",1.78901227010657
100,"oscillation_ei",1.65938957638681
101,"oscillation_ei",1.5243211341016
102,"oscillation_ei",1.38492244280106
103,"oscillation_ei",1.24234476457722
104,"oscillation_ei",1.09776561605221
105,"oscillation_ei",0.952379043536235
106,"oscillation_ei",0.807385761670638
107,"oscillation_ei",0.663983236998706
108,"oscillation_ei",0.523355798361811
109,"oscillation_ei",0.386664855796822
110,"oscillation_ei",0.255039308714701
111,"oscillation_ei",0.129566222577008
112,"oscillation_ei",0.011281851069429
113,"oscillation_ei",-0.0988369220817504
114,"oscillation_ei",-0.199880650970212
115,"oscillation_ei",-0.291014838416519
116,"oscillation_ei",-0.371486827890573
117,"oscillation_ei",-0.440632019530725
118,"oscillation_ei",-0.497879358922918
119,"oscillation_ei",-0.542756053309218
120,"oscillation_ei",-0.5748914762757
121,"oscillation_ei",-0.594020228671716
122,"oscillation_ei",-0.599984330481126
123,"oscillation_ei",-0.59273452554333
124,"oscillation_ei",-0.572330688348695
125,"oscillation_ei",-0.538941329548757
126,"oscillation_ei",-0.492842204265067
127,"oscillation_ei",-0.434414034690349
128,"oscillation_ei",-0.36413936579049
129,"oscillation_ei",-0.282598580075393
130,"oscillation_ei",-0.190465104351814
131,"oscillation_ei",-0.0884998480445003
132,"oscillation_ei",0.0224550809817244
133,"oscillation_ei",0.141483331199304
134,"oscillation_ei",0.267601875356854
135,"oscillation_ei",0.399769129077671
136,"oscillation_ei",0.536893553068263
137,"oscillation_ei",0.677842667893134
138,"oscillation_ei",0.821452406864938
139,"oscillation_ei",0.966536729806519
140,"oscillation_ei",1.11189741828704
141,"oscillation_ei",1.25633397143554
142,"oscillation_ei",1.39865352060457
143,"oscillation_ei",1.5376806810012
144,"oscillation_ei",1.67226725892263
145,"oscillation_ei",1.80130173442694
146,"oscillation_ei",1.92371844112354
147,"oscillation_ei",2.03850636726952
148,"oscillation_ei",2.14471750548573
149,"oscillation_ei",2.24147468213419
150,"oscillation_ei",2.32797880169564
151,"oscillation_ei",2.40351544631776
152,"oscillation_ei",2.46746077602973
153,"oscillation_ei",2.51928668089471
154,"oscillation_ei",2.55856514254967
155,"oscillation_ei",2.58497176911179
156,"oscillation_ei",2.59828847425718
157,"oscillation_ei",2.59840527834628
158,"oscillation_ei",2.58532121672067
159,"oscillation_ei",2.55914434767
160,"oscillation_ei",2.5200908600031
161,"oscillation_ei",2.4684832875938
162,"oscillation_ei",2.40474784564703
163,"oscillation_ei",2.32941091068429
164,"oscillation_ei",2.24309467331975
165,"oscillation_ei",2.14651199972939
166,"oscillation_ei",2.04046054425139
167,"oscillation_ei",1.92581616174031
168,"oscillation_ei",1.80352567408105
169,"oscillation_ei",1.67459905060221
170,"oscillation_ei",1.54010106696902
171,"oscillation_ei",1.40114251144333
172,"oscillation_ei",1.25887101113588
173,"oscillation_ei",1.11446155401502
174,"oscillation_ei",0.96910678494824
175,"oscillation_ei",0.824007155919421
176,"oscillation_ei",0.680361011768889
177,"oscillation_ei",0.539354693335895
178,"oscillation_ei",0.402152739739379
179,"oscillation_ei",0.269888270714211
180,"oscillation_ei",0.143653628432989
181,"oscillation_ei",0.0244913561004112
182,"oscillation_ei",-0.086614412173964
183,"oscillation_ei",-0.188746079115539
184,"oscillation_ei",-0.281060162511891
185,"oscillation_ei",-0.362794261340581
186,"oscillation_ei",-0.433273352265811
187,"oscillation_ei",-0.491915364502648
188,"oscillation_ei",-0.538235987007291
189,"oscillation_ei",-0.571852668291836
190,"oscillation_ei",-0.592487775830026
191,"oscillation_ei",-0.599970888961147
192,"oscillation_ei",-0.59424020635552
193,"oscillation_ei",-0.57534305641762
194,"oscillation_ei",-0.54343550641155
195,"oscillation_ei",-0.498781073537
196,"oscillation_ei",-0.441748548600611
197,"oscillation_ei",-0.37280895025657
198,"oscillation_ei",-0.292531634970663
199,"oscillation_ei",-0.201579594834682
200,"oscillation_ei",-0.100703982065514
201,"oscillation_ei",0.00926209459021299
202,"oscillation_ei",0.1274104503118
203,"oscillation_ei",0.252765324696416
204,"oscillation_ei",0.384291440342363
205,"oscillation_ei",0.520902552969698
206,"oscillation_ei",0.661470422464758
207,"oscillation_ei",0.804834130758673
208,"oscillation_ei",0.949809669585721
209,"oscillation_ei",1.09519971893832
210,"oscillation_ei",1.23980353546072
211,"oscillation_ei",1.38242686911535
212,"oscillation_ei",1.52189182622227
213,"oscillation_ei",1.6570465974152
214,"oscillation_ei",1.78677497017321
215,"oscillation_ei",1.91000554736607
216,"oscillation_ei",2.02572059567953
217,"oscillation_ei",2.13296445084328
218,"oscillation_ei",2.23085141024491
219,"oscillation_ei",2.31857304774633
220,"oscillation_ei",2.39540489029141
221,"oscillation_ei",2.4607124011642
222,"oscillation_ei",2.51395622048343
223,"oscillation_ei",2.55469661965304
224,"oscillation_ei",2.58259713298069
225,"oscillation_ei",2.59742733647142
226,"oscillation_ei",2.59906475084701
227,"oscillation_ei",2.58749585307448
228,"oscillation_ei",2.56281618804976
229,"oscillation_ei",2.52522957951408
230,"oscillation_ei",2.47504644672013
231,"oscillation_ei",2.41268124074993
232,"oscillation_ei",2.33864902165769
233,"oscillation_ei",2.25356120470587
234,"oscillation_ei",2.15812051082561
235,"oscillation_ei",2.05311516300435
236,"oscillation_ei",1.93941237653142
237,"oscillation_ei",1.81795119686413
238,"oscillation_ei",1.68973474426498
239,"oscillation_ei",1.5558219292594
240,"oscillation_ei",1.41731870733459
241,"oscillation_ei",1.27536894510465
242,"oscillation_ei",1.1311449733763
243,"oscillation_ei",0.985837905135354
244,"oscillation_ei",0.840647798415417
245,"oscillation_ei",0.696773745291491
246,"oscillation_ei",0.555403968851217
247,"oscillation_ei",0.417706009930563
248,"oscillation_ei",0.284817084659578
249,"oscillation_ei",0.157834692452995
250,"oscillation_ei",0.0378075520121035
251,"oscillation_ei",-0.0742730598045016
252,"oscillation_ei",-0.177481494711089
253,"oscillation_ei",-0.27096537771347
254,"oscillation_ei",-0.353952646680273
255,"oscillation_ei",-0.4257579286285
256,"oscillation_ei",-0.485788200063145
257,"oscillation_ei",-0.533547684623374
258,"oscillation_ei",-0.568641947586769
259,"oscillation_ei",-0.590781153415991
260,"oscillation_ei",-0.599782459444574
261,"oscillation_ei",-0.595571525932936
262,"oscillation_ei",-0.57818313002338
263,"oscillation_ei",-0.547760878523579
264,"oscillation_ei",-0.504556021890619
265,"oscillation_ei",-0.448925379210598
266,"oscillation_ei",-0.381328391310939
267,"oscillation_ei",-0.302323326343071
268,"oscillation_ei",-0.212562669172729
269,"oscillation_ei",-0.112787732655805
270,"oscillation_ei",-0.00382253530405552
271,"oscillation_ei",0.113433004096391
272,"oscillation_ei",0.238010498709673
273,"oscillation_ei",0.368881091336841
274,"oscillation_ei",0.504963951513514
275,"oscillation_ei",0.645135201842876
276,"oscillation_ei",0.788237199843563
277,"oscillation_ei",0.933088098655643
278,"oscillation_ei",1.07849160764509
279,"oscillation_ei",1.22324687229607
280,"oscillation_ei",1.36615839179535
281,"oscillation_ei",1.50604589240162
282,"oscillation_ei",1.64175407505796
283,"oscillation_ei",1.77216215674398
284,"oscillation_ei",1.896193126768
285,"oscillation_ei",2.01282264155338
286,"oscillation_ei",2.12108748445917
287,"oscillation_ei",2.22009352076736
288,"oscillation_ei",2.30902308213818
289,"oscillation_ei",2.38714171954695
290,"oscillation_ei",2.45380426893156
291,"oscillation_ei",2.5084601794558
292,"oscillation_ei",2.55065806038345
293,"oscillation_ei",2.58004940901179
294,"oscillation_ei",2.59639148887611
295,"oscillation_ei",2.59954933445502
